MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,Stat准确,Stat敏捷,StatHP,StatMP,Stat攻击速度,Stat幸运,Stat背包负重,Stat腕力负重,Stat装备负重,Stat反弹伤害,Stat强度,Stat神圣,Stat冰冻伤害,Stat毒素伤害,Stat魔法躲避,Stat毒物躲避,Stat生命恢复,Stat法力恢复,Stat中毒恢复,Stat暴击倍率,Stat暴击伤害,Stat最大防御数率,Stat最大魔御数率,Stat最大物理攻击数率,Stat最大魔法攻击数率,Stat最大道术攻击数率,Stat攻击速度数率,Stat生命值数率,Stat法力值数率,Stat吸血数率,Stat经验增长数率,Stat物品掉落数率,Stat金币收益数率,Stat采矿出矿数率,Stat宝石成功数率,Stat钓鱼成功数率,Stat大师概率数率,Stat技能熟练度倍率,Stat攻击增伤,Stat伴侣专享经验数率,Stat师徒专享伤害数率,Stat师徒专享经验数率,Stat伤害降低数率,Stat气功盾恢复数率,Stat气功盾恢复生命值,Stat法力值消耗数率,Stat传送技法力消耗数率,StatHero,
月之花吻蜘蛛0,ArmingWeaver,163,0,50,1,1600,800,7,0,8000,True,True,False,False,,10,27,10,30,43,76,43,76,43,76,27,16,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之花吻蜘蛛,ArmingWeaver,163,0,50,1,1600,800,7,0,8000,True,True,False,False,,10,27,10,30,43,76,43,76,43,76,27,16,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之花吻蜘蛛0,ArmingWeaver,163,0,50,1,1600,800,7,0,8000,True,True,False,False,,10,27,10,30,43,76,43,76,43,76,27,16,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
月之水晶蜘蛛,CrystalWeaver,223,0,50,1,1600,800,7,0,7900,True,True,False,False,,10,20,10,32,40,75,40,75,40,75,30,16,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
月之水晶蜘蛛0,CrystalWeaver,223,0,50,1,1600,800,7,0,7900,True,True,False,False,,10,20,10,32,40,75,40,75,40,75,30,16,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之水晶蜘蛛,CrystalWeaver,223,0,50,1,1600,800,7,0,7900,True,True,False,False,,10,20,10,32,40,75,40,75,40,75,30,16,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之水晶蜘蛛0,CrystalWeaver,223,0,50,1,1600,800,7,0,7900,True,True,False,False,,10,20,10,32,40,75,40,75,40,75,30,16,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
月之祖玛雕像,FrozenZumaStatue,61,0,54,1,1600,900,7,0,4400,True,True,False,False,,10,18,10,20,38,60,38,60,38,60,18,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
月之祖玛雕像0,FrozenZumaStatue,61,0,54,1,1600,900,7,0,4400,True,True,False,False,,10,18,10,20,38,60,38,60,38,60,18,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之祖玛雕像,FrozenZumaStatue,61,0,54,1,1600,900,7,0,4400,True,True,False,False,,10,18,10,20,38,60,38,60,38,60,18,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之祖玛雕像0,FrozenZumaStatue,61,0,54,1,1600,900,7,0,4400,True,True,False,False,,10,18,10,20,38,60,38,60,38,60,18,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
月之祖玛卫士,FrozenZumaGuardian,61,0,54,1,1600,900,7,0,4400,True,True,False,False,,10,18,10,20,38,60,40,70,40,70,18,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
月之祖玛卫士0,FrozenZumaGuardian,61,0,54,1,1600,900,7,0,4400,True,True,False,False,,10,18,10,20,38,60,40,70,40,70,18,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之祖玛卫士,FrozenZumaGuardian,61,0,54,1,1600,900,7,0,4400,True,True,False,False,,10,18,10,20,38,60,40,70,40,70,18,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之祖玛卫士0,FrozenZumaGuardian,61,0,54,1,1600,900,7,0,4400,True,True,False,False,,10,18,10,20,38,60,40,70,40,70,18,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
月之红将,FrozenRedZuma,221,0,54,1,1000,700,7,0,9100,True,True,False,False,,18,28,20,20,38,60,38,60,38,60,30,20,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
月之红将0,FrozenRedZuma,221,0,54,1,1000,700,7,0,9100,True,True,False,False,,18,28,20,20,38,60,38,60,38,60,30,20,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之红将,FrozenRedZuma,221,0,54,1,1000,700,7,0,9100,True,True,False,False,,18,28,20,20,38,60,38,60,38,60,30,20,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之红将0,FrozenRedZuma,221,0,54,1,1000,700,7,0,9100,True,True,False,False,,18,28,20,20,38,60,38,60,38,60,30,20,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
月之幻影蜘蛛,GreaterWeaver,132,0,60,1,1500,5000,7,0,9100,False,True,False,False,,10,18,10,20,38,60,38,60,38,60,18,16,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之幻影蜘蛛,GreaterWeaver,132,0,60,1,1500,5000,7,0,9100,False,True,False,False,,10,18,10,20,38,60,38,60,38,60,18,16,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
月之巨镰蜘蛛,SpiderWarrior,257,0,54,1,2000,1200,7,0,6800,True,True,False,False,,18,30,20,40,25,80,25,80,25,80,18,16,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
月之巨镰蜘蛛0,SpiderWarrior,257,0,54,1,2000,1200,7,0,6800,True,True,False,False,,18,30,20,40,25,80,25,80,25,80,18,16,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之巨镰蜘蛛,SpiderWarrior,257,0,54,1,2000,1200,7,0,6800,True,True,False,False,,18,30,20,40,25,80,25,80,25,80,18,16,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之巨镰蜘蛛0,SpiderWarrior,257,0,54,1,2000,1200,7,0,6800,True,True,False,False,,18,30,20,40,25,80,25,80,25,80,18,16,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
月之金杖蜘蛛,SpiderBarbarian,0,0,54,1,900,800,7,0,7000,True,True,False,False,,18,28,20,40,38,60,38,60,38,60,30,26,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
月之金杖蜘蛛0,SpiderBarbarian,0,0,54,1,900,800,7,0,7000,True,True,False,False,,18,28,20,40,38,60,38,60,38,60,30,26,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之金杖蜘蛛,SpiderBarbarian,0,0,54,1,900,800,7,0,7000,True,True,False,False,,18,28,20,40,38,60,38,60,38,60,30,26,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代月之金杖蜘蛛0,SpiderBarbarian,0,0,54,1,900,800,7,0,7000,True,True,False,False,,18,28,20,40,38,60,38,60,38,60,30,26,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地狱收割者,HellSlasher,272,0,54,1,2000,1200,6,0,4400,True,True,False,False,,18,18,20,20,38,60,0,0,0,0,28,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地狱收割者0,HellSlasher,272,0,54,1,2000,1200,6,0,4400,True,True,False,False,,18,18,20,20,38,60,0,0,0,0,28,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地狱噬魂者,HellPirate,273,0,54,1,2000,1200,6,0,6100,True,True,False,False,,18,18,0,18,23,58,0,0,0,0,28,16,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地狱噬魂者0,HellPirate,273,0,54,1,2000,1200,6,0,6100,True,True,False,False,,18,18,0,18,23,58,0,0,0,0,28,16,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地狱食人者,HellCannibal,274,0,54,1,2000,1200,6,0,6100,True,True,False,False,,0,17,0,40,25,63,0,0,0,0,28,16,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地狱食人者0,HellCannibal,274,0,54,1,2000,1200,6,0,6100,True,True,False,False,,0,17,0,40,25,63,0,0,0,0,28,16,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地狱守门人,HellKeeper,275,0,54,1,1800,2000,7,1,20000,True,True,False,False,,0,40,0,40,80,1500,0,0,0,0,28,16,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地狱守门人0,HellKeeper,275,0,54,1,1800,2000,7,1,20000,True,True,False,False,,0,40,0,40,80,1500,0,0,0,0,28,16,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地狱瘟疫者,HellBolt,205,0,54,1,2000,1200,6,0,6300,True,True,False,False,,18,18,20,20,25,65,25,65,25,65,28,16,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地狱瘟疫者0,HellBolt,205,0,54,1,2000,1200,6,0,6300,True,True,False,False,,18,18,20,20,25,65,25,65,25,65,28,16,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地狱女巫,WitchDoctor,277,0,60,1,2000,1200,6,0,6300,True,True,False,False,,0,18,0,30,25,70,0,0,0,0,28,17,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地狱女巫0,WitchDoctor,277,0,60,1,2000,1200,6,0,6300,True,True,False,False,,0,18,0,30,25,70,0,0,0,0,28,17,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
寒冰野人,ManectricHammer,0,0,50,1,1800,1650,8,0,8100,True,True,False,False,,12,30,14,30,20,60,0,0,0,0,25,15,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
寒冰野人0,ManectricHammer,0,0,50,1,1800,1650,8,0,8100,True,True,False,False,,12,30,14,30,20,60,0,0,0,0,25,15,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
寒冰羊人,ManectricClub,0,0,50,1,1800,1650,8,0,8100,True,True,False,False,,12,41,14,33,48,78,0,0,0,0,25,15,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
寒冰羊人0,ManectricClub,0,0,50,1,1800,1650,8,0,8100,True,True,False,False,,12,41,14,33,48,78,0,0,0,0,25,15,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
寒冰战将,ManectricClaw,280,0,50,1,1800,1650,8,0,8500,True,True,False,False,,10,41,15,33,33,56,33,56,0,0,25,15,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
寒冰战将0,ManectricClaw,280,0,50,1,1800,1650,8,0,8500,True,True,False,False,,10,41,15,33,33,56,33,56,0,0,25,15,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
寒冰侍卫,ManectricStaff,230,0,50,1,1800,1650,8,0,8100,True,True,False,False,,12,41,16,33,75,85,0,0,0,0,25,15,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
寒冰侍卫0,ManectricStaff,230,0,50,1,1800,1650,8,0,8100,True,True,False,False,,12,41,16,33,75,85,0,0,0,0,25,15,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
尖啸幽灵,NamelessGhost,205,0,50,1,1600,1650,6,0,7800,True,True,False,False,,9,15,25,40,45,49,0,0,0,0,25,14,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
尖啸幽灵0,NamelessGhost,0,0,50,1,1600,1650,6,0,7800,True,True,False,False,,9,15,25,40,45,49,0,0,0,0,25,14,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
尖啸幽灵1,DarkGhost,205,0,50,1,1600,1650,6,0,7800,True,True,False,False,,9,15,25,40,45,49,0,0,0,0,25,14,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
尖啸幽灵10,DarkGhost,0,0,50,1,1600,1650,6,0,7800,True,True,False,False,,9,15,25,40,45,49,0,0,0,0,25,14,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
尖啸幽灵2,ChaosGhost,205,0,50,1,1600,1650,6,0,7800,True,True,False,False,,9,15,25,40,45,49,0,0,0,0,25,14,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
尖啸幽灵20,ChaosGhost,0,0,50,1,1600,1650,6,0,7800,True,True,False,False,,9,15,25,40,45,49,0,0,0,0,25,14,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
寒冰守将,ManectricBlest,285,0,50,1,1500,1630,10,0,9300,True,True,False,False,,12,24,12,35,50,86,50,86,0,0,30,17,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
寒冰守将0,ManectricBlest,285,0,50,1,1500,1630,10,0,9300,True,True,False,False,,12,24,12,35,50,86,50,86,0,0,30,17,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
寒冰魔王,ManectricKing,286,0,60,3,1600,1200,12,0,20000,False,True,False,False,,30,70,50,90,99,210,99,210,0,0,18,17,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
寒冰守护鬼,ManectricKing,286,0,60,3,1600,1200,12,0,20000,False,True,False,False,,30,70,50,90,99,210,99,210,0,0,18,17,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰柱,IcePillar,288,0,50,1,1200,5000,1,0,2000,False,True,False,False,,20,20,30,30,0,50,0,60,0,0,18,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰霜雪人,FrostYeti,0,0,50,1,2000,1800,10,0,20000,True,True,False,False,,20,20,30,30,20,55,0,0,0,0,18,17,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰霜雪人0,FrostYeti,0,0,50,1,2000,1800,10,0,20000,True,True,False,False,,20,20,30,30,20,55,0,0,0,0,18,17,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火奴隶,ManectricSlave,0,0,50,1,1600,1800,10,0,8500,True,True,False,False,,20,20,30,30,20,55,0,0,0,0,18,17,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火奴隶0,ManectricSlave,0,0,50,1,1600,1800,10,0,8500,True,True,False,False,,20,20,30,30,20,55,0,0,0,0,18,17,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火巨锤,TrollHammer,0,0,50,1,1600,1800,7,0,8500,True,True,False,False,,20,20,30,30,20,55,0,0,0,0,18,17,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火巨锤0,TrollHammer,0,0,50,1,1600,1800,7,0,8500,True,True,False,False,,20,20,30,30,20,55,0,0,0,0,18,17,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火炸弹手,TrollBomber,292,0,50,1,1600,1800,7,0,8700,True,True,False,False,,20,20,30,30,20,55,0,0,0,0,18,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火炸弹手0,TrollBomber,292,0,50,1,1600,1800,7,0,8700,True,True,False,False,,20,20,30,30,20,55,0,0,0,0,18,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火投石手,TrollStoner,21,0,50,1,1600,1800,7,0,8700,True,True,False,False,,20,20,30,30,20,55,0,0,0,0,18,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火投石手0,TrollStoner,21,0,50,1,1600,1800,7,0,8700,True,True,False,False,,20,20,30,30,20,55,0,0,0,0,18,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火巨锤魔王,TrollKing,294,0,50,1,1600,1800,7,0,10000,True,True,False,False,,20,20,30,30,20,55,30,60,0,0,18,17,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火巨锤魔王0,TrollKing,294,0,50,1,1600,1800,7,0,10000,True,True,False,False,,20,20,30,30,20,55,30,60,0,0,18,17,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火长枪手,FlameSpear,295,0,50,1,1600,1800,7,0,8850,True,True,False,False,,20,20,30,30,20,55,30,60,0,0,18,17,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火长枪手0,FlameSpear,295,0,50,1,1600,1800,7,0,8850,True,True,False,False,,20,20,30,30,20,55,30,60,0,0,18,17,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火法师,FlameMage,296,0,50,1,1600,1800,7,0,8850,True,True,False,False,,20,20,30,30,20,55,30,60,0,0,18,17,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火法师0,FlameMage,296,0,50,1,1600,1800,7,0,8850,True,True,False,False,,20,20,30,30,20,55,30,60,0,0,18,17,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火镰刀,FlameScythe,297,0,50,1,1600,1800,7,0,9000,True,True,False,False,,20,20,30,30,20,55,30,60,0,0,18,17,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火镰刀0,FlameScythe,297,0,50,1,1600,1800,7,0,9000,True,True,False,False,,20,20,30,30,20,55,30,60,0,0,18,17,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火双刀,FlameAssassin,298,0,50,1,1600,1800,7,0,9000,True,True,False,False,,20,20,30,30,20,55,30,60,0,0,18,17,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
业火双刀0,FlameAssassin,298,0,50,1,1600,1800,7,0,9000,True,True,False,False,,20,20,30,30,20,55,30,60,0,0,18,17,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
